city,lat,lng,country,iso3,local_name,population,continent
Viroflay,48.8,2.1722,France,FRA,Île-de-France,16406.0,Europe
Boom,51.0875,4.3667,Belgium,BEL,Flanders,18555.0,Europe
Sant Just Desvern,41.3833,2.075,Spain,ESP,Catalonia,18670.0,Europe
Bischheim,48.6139,7.7519,France,FRA,Grand Est,17137.0,Europe
Thalwil,47.2953,8.5647,Switzerland,CHE,Zürich,17784.0,Europe
Horsforth,53.8341,-1.6429,United Kingdom,GBR,Leeds,18895.0,Europe
Sweetwater,25.7786,-80.376,United States,USA,Florida,20994.0,North America
El Astillero,43.4017,-3.8194,Spain,ESP,Cantabria,18134.0,Europe
Hednesford,52.7115,-2.0006,United Kingdom,GBR,Staffordshire,17343.0,Europe
Guayama,17.9744,-66.1104,Puerto Rico,PRI,Puerto Rico,20913.0,
Pajapan,18.2667,-94.6833,Mexico,MEX,Veracruz,17480.0,North America
Malgrat de Mar,41.6456,2.7428,Spain,ESP,Catalonia,18772.0,Europe
Wolfratshausen,47.9133,11.4278,Germany,DEU,Bavaria,18836.0,Europe
Impfondo,1.6333,18.0667,Congo (Brazzaville),COG,Likouala,20859.0,Africa
Quba,41.3653,48.5264,Azerbaijan,AZE,Quba,20791.0,Asia
Birstall,53.7343,-1.6609,United Kingdom,GBR,Kirklees,16298.0,Europe
Moston,53.5156,-2.1848,United Kingdom,GBR,Manchester,14518.0,Europe
Staines-upon-Thames,51.433,-0.517,United Kingdom,GBR,Surrey,18484.0,Europe
Gavarr,40.3667,45.1333,Armenia,ARG,Geghark’unik’,20765.0,Asia
Dolores,-33.5333,-58.2167,Uruguay,URY,Soriano,15753.0,South America
Tadaoka-higashi,34.4869,135.4011,Japan,JPN,Ōsaka,16628.0,Asia
Técpan de Galeana,17.25,-100.6833,Mexico,MEX,Guerrero,14638.0,North America
Écully,45.7744,4.7775,France,FRA,Auvergne-Rhône-Alpes,18587.0,Europe
Chemax,20.655,-87.9372,Mexico,MEX,Yucatán,14885.0,North America
El Rosario,22.9922,-105.8572,Mexico,MEX,Sinaloa,16002.0,North America
Wibsey,53.7672,-1.7728,United Kingdom,GBR,Bradford,14671.0,Europe
Canelones,-34.5228,-56.2778,Uruguay,URY,Canelones,19865.0,South America
North Bellmore,40.6904,-73.539,United States,USA,New York,20718.0,North America
Palisades Park,40.8472,-73.9967,United States,USA,New Jersey,20715.0,North America
Aci Castello,37.55,15.15,Italy,ITA,Sicilia,18577.0,Europe
İsmayıllı,40.7839,48.1439,Azerbaijan,AZE,İsmayıllı,20660.0,Asia
Ati,13.2139,18.3403,Chad,TCD,Batha,20695.0,Africa
El Dorado,24.3228,-107.363,Mexico,MEX,Sinaloa,17365.0,North America
Nan,18.7893,100.7766,Thailand,THA,Nan,20595.0,Asia
Cowley,51.733,-1.215,United Kingdom,GBR,Oxfordshire,16500.0,Europe
Ćuprija,43.9231,21.3686,Serbia,SRB,Ćuprija,20585.0,Europe
Palau,27.9167,-101.4167,Mexico,MEX,Coahuila de Zaragoza,16133.0,North America
Porthcawl,51.48,-3.69,United Kingdom,GBR,Bridgend,16005.0,Europe
New Brighton,53.432,-3.049,United Kingdom,GBR,Wirral,15149.0,Europe
Vimodrone,45.5139,9.2844,Italy,ITA,Lombardy,17016.0,Europe
Bingley,53.8509,-1.838,United Kingdom,GBR,Bradford,15925.0,Europe
Yasothon,15.7883,104.1506,Thailand,THA,Yasothon,20414.0,Asia
South El Monte,34.0493,-118.0484,United States,USA,California,20574.0,North America
Belgrave,52.6566,-1.1262,United Kingdom,GBR,Leicester,11558.0,Europe
Ijevan,40.8756,45.1492,Armenia,ARG,Tavush,20509.0,Asia
Baguley,53.399,-2.276,United Kingdom,GBR,Manchester,14794.0,Europe
Warminster,51.205,-2.181,United Kingdom,GBR,Wiltshire,17490.0,Europe
Beinasco,45.0228,7.5878,Italy,ITA,Piedmont,17856.0,Europe
Ostermundigen,46.9553,7.4833,Switzerland,CHE,Bern,17546.0,Europe
Zaghouan,36.4028,10.1433,Tunisia,TUN,Zaghouan,20387.0,Africa
West Derby,53.4338,-2.907,United Kingdom,GBR,Liverpool,14382.0,Europe
Haslingden,53.705,-2.328,United Kingdom,GBR,Lancashire,16849.0,Europe
Les Clayes-sous-Bois,48.8206,1.9836,France,FRA,Île-de-France,17560.0,Europe
Bubanza,-3.0833,29.4,Burundi,BDI,Bubanza,20031.0,Africa
Columbia Heights,45.0484,-93.2472,United States,USA,Minnesota,20427.0,North America
Sunbury,51.423,-0.424,United Kingdom,GBR,Surrey,18041.0,Europe
Stoke Gifford,51.517,-2.548,United Kingdom,GBR,South Gloucestershire,15494.0,Europe
Nailsea,51.43,-2.76,United Kingdom,GBR,North Somerset,15630.0,Europe
Cleckheaton,53.725,-1.719,United Kingdom,GBR,Kirklees,16622.0,Europe
Somoto,13.4833,-86.5833,Nicaragua,NIC,Madriz,20300.0,North America
Senta,45.9314,20.09,Serbia,SRB,Senta,20302.0,Europe
Shirley,51.3813,-0.0543,United Kingdom,GBR,Croydon,14296.0,Europe
Leagrave,51.903,-0.466,United Kingdom,GBR,Luton,12910.0,Europe
Lomita,33.7933,-118.3175,United States,USA,California,20320.0,North America
Cosham,50.8424,-1.066,United Kingdom,GBR,Portsmouth,13830.0,Europe
Enfield Lock,51.6686,-0.026,United Kingdom,GBR,Enfield,16469.0,Europe
Bayshore Gardens,27.4345,-82.5794,United States,USA,Florida,20287.0,North America
Ağsu,40.5708,48.3928,Azerbaijan,AZE,Ağsu,20200.0,Asia
Ağstafa,41.1167,45.45,Azerbaijan,AZE,Ağstafa,20200.0,Asia
Banī Ḩasan ash Shurūq,27.9314,30.8753,Egypt,EGY,Al Minyā,18218.0,Africa
Harwich,51.934,1.266,United Kingdom,GBR,Essex,17684.0,Europe
Saffron Walden,52.022,0.243,United Kingdom,GBR,Essex,15504.0,Europe
Basford,52.978,-1.169,United Kingdom,GBR,Nottingham,16207.0,Europe
Maurepas,48.7628,1.9456,France,FRA,Île-de-France,18019.0,Europe
Comrat,46.3003,28.6572,Moldova,MDA,Găgăuzia,20113.0,Europe
Guastatoya,14.8539,-90.0686,Guatemala,GTM,El Progreso,20050.0,North America
Kirkland,45.45,-73.8667,Canada,CAN,Quebec,20151.0,North America
Qormi,35.8794,14.4722,Malta,MLT,Qormi,16779.0,Europe
Arvayheer,46.2639,102.775,Mongolia,MNG,Övörhangay,20000.0,Asia
Tyldesley,53.5166,-2.4667,United Kingdom,GBR,Wigan,16142.0,Europe
Sligo,54.2667,-8.4833,Ireland,IRL,Sligo,19452.0,Europe
Harrison,40.7431,-74.1531,United States,USA,New Jersey,20061.0,North America
Cattolica,43.9584,12.7386,Italy,ITA,Emilia-Romagna,17177.0,Europe
Hilsea,50.83,-1.07,United Kingdom,GBR,Portsmouth,13552.0,Europe
West Chester,39.9601,-75.6058,United States,USA,Pennsylvania,20029.0,North America
Hakha,22.65,93.6167,Myanmar,MMR,Chin State,20000.0,Asia
Mubende,0.5904,31.37,Uganda,UGA,Mubende,18936.0,Africa
Ulcinj,41.9236,19.2056,Montenegro,MNE,Ulcinj,19921.0,Europe
Tidjikja,18.55,-11.4166,Mauritania,MRT,Tagant,19981.0,Africa
South San Jose Hills,34.0123,-117.9041,United States,USA,California,19977.0,North America
Elmwood Park,40.905,-74.1201,United States,USA,New Jersey,19966.0,North America
Kralingse Veer,51.9249,4.5071,Netherlands,NLD,Zuid-Holland,16673.0,Europe
Floirac,44.8364,-0.5258,France,FRA,Nouvelle-Aquitaine,17882.0,Europe
Stone,52.9,-2.15,United Kingdom,GBR,Staffordshire,16385.0,Europe
Morges,46.5094,6.4986,Switzerland,CHE,Vaud,15838.0,Europe
The Mumbles,51.573,-3.9992,United Kingdom,GBR,Swansea,16600.0,Europe
Westmount,45.4833,-73.6,Canada,CAN,Quebec,19931.0,North America
Kotsyubyns’ke,50.4883,30.3331,Ukraine,UKR,"Kyyiv, Misto",16337.0,Europe
Fazakerley,53.4676,-2.9408,United Kingdom,GBR,Liverpool,16786.0,Europe
Maldon,51.7318,0.6758,United Kingdom,GBR,Essex,14220.0,Europe
Saynshand,44.8917,110.1367,Mongolia,MNG,Dornogovĭ,19891.0,Asia
Wombwell,53.516,-1.4,United Kingdom,GBR,Barnsley,15316.0,Europe
Eldama Ravine,0.0504,35.72,Kenya,KEN,Baringo,17581.0,Africa
West Hempstead,40.6959,-73.6507,United States,USA,New York,19864.0,North America
Tilbury,51.4606,0.3582,United Kingdom,GBR,Thurrock,12450.0,Europe
Ciudad de Huitzuco,18.3,-99.35,Mexico,MEX,Guerrero,16025.0,North America
La Cruz,23.9214,-106.8919,Mexico,MEX,Sinaloa,15657.0,North America
Tlaxcala,19.3191,-98.1998,Mexico,MEX,Tlaxcala,14692.0,North America
Larkhall,55.737,-3.972,United Kingdom,GBR,South Lanarkshire,14951.0,Europe
Wondelgem,51.0889,3.7131,Belgium,BEL,Flanders,16932.0,Europe
Tecuala,22.4004,-105.46,Mexico,MEX,Nayarit,14921.0,North America
Inírida,3.8708,-67.9211,Colombia,COL,Guainía,19816.0,South America
Biyahmū,29.3696,30.8538,Egypt,EGY,Al Fayyūm,17486.0,Africa
Ribeira Grande,17.1833,-25.0667,Cabo Verde,CPV,Ribeira Grande,18890.0,Africa
Norwood,39.1605,-84.4535,United States,USA,Ohio,19776.0,North America
Ciudad Guadalupe Victoria,24.4497,-104.1225,Mexico,MEX,Durango,16506.0,North America
Kavieng,-2.5667,150.8,Papua New Guinea,PNG,New Ireland,19728.0,Oceania
Franconia,38.7682,-77.1587,United States,USA,Virginia,19720.0,North America
Clayton,53.782,-1.8135,United Kingdom,GBR,Bradford,16982.0,Europe
Albany,37.8898,-122.3018,United States,USA,California,19696.0,North America
La Crescenta-Montrose,34.2322,-118.2353,United States,USA,California,19689.0,North America
Telavi,41.9167,45.4833,Georgia,GEO,K’akheti,19629.0,Asia
Faranah,10.0404,-10.75,Guinea,GIN,Faranah,19469.0,Africa
Phra Pradaeng,13.659,100.5329,Thailand,THA,Samut Prakan,10190.0,Asia
Milton,53.05,-2.142,United Kingdom,GBR,Stoke-on-Trent,17250.0,Europe
Santa Catarina Juquila,16.2364,-97.2919,Mexico,MEX,Oaxaca,15987.0,North America
Kidbrooke,51.465,0.033,United Kingdom,GBR,Greenwich,14300.0,Europe
Shipley,53.833,-1.777,United Kingdom,GBR,Bradford,15483.0,Europe
Lezhë,41.7805,19.6434,Albania,ALB,Lezhë,15510.0,Europe
Lons-le-Saunier,46.6744,5.5539,France,FRA,Bourgogne-Franche-Comté,17320.0,Europe
Santiago Tulantepec,20.0397,-98.3575,Mexico,MEX,Hidalgo,16078.0,North America
Central Falls,41.89,-71.3934,United States,USA,Rhode Island,19568.0,North America
Whickham,54.9456,-1.6726,United Kingdom,GBR,Gateshead,16652.0,Europe
Rodolfo Sánchez Taboada,31.7958,-116.5911,Mexico,MEX,Baja California,15038.0,North America
Kapsabet,0.2,35.1,Kenya,KEN,Nandi,17918.0,Africa
Deysbrook,53.429,-2.934,United Kingdom,GBR,Liverpool,14490.0,Europe
Langley Park,38.9897,-76.9808,United States,USA,Maryland,19520.0,North America
Mont-Royal,45.5161,-73.6431,Canada,CAN,Quebec,19503.0,North America
Schofield Barracks,21.4936,-158.0617,United States,USA,Hawaii,19499.0,North America
Ciudad Hidalgo,14.6792,-92.1497,Mexico,MEX,Chiapas,14606.0,North America
Cárdenas,22.0103,-99.6522,Mexico,MEX,San Luis Potosí,15331.0,North America
Barton upon Irwell,53.476,-2.36,United Kingdom,GBR,Salford,12462.0,Europe
Solothurn,47.2081,7.5375,Switzerland,CHE,Solothurn,16777.0,Europe
Lynbrook,40.6579,-73.6742,United States,USA,New York,19448.0,North America
Lagawe,16.8167,121.1,Philippines,PHL,Ifugao,19333.0,Asia
Laï,9.4,16.3,Chad,TCD,Tandjilé,19382.0,Africa
Bonnyrigg,55.8747,-3.1031,United Kingdom,GBR,Midlothian,15677.0,Europe
Budva,42.2847,18.8453,Montenegro,MNE,Budva,19218.0,Europe
Sơn La,21.327,103.9141,Vietnam,VNM,Sơn La,19054.0,Asia
Arnouville-lès-Gonesse,48.9872,2.4167,France,FRA,Île-de-France,14329.0,Europe
Tchibanga,-2.9331,10.9831,Gabon,GAB,Nyanga,19365.0,Africa
Ban Rawai,7.7707,98.3185,Thailand,THA,Phuket,16988.0,Asia
Al Madāmūd,25.7333,32.7125,Egypt,EGY,Al Uqşur,15091.0,Africa
Canovellas,41.6176,2.2814,Spain,ESP,Catalonia,16829.0,Europe
Macas,-2.3,-78.1167,Ecuador,ECU,Morona-Santiago,18984.0,South America
Partick,55.8699,-4.3125,United Kingdom,GBR,Glasgow City,8884.0,Europe
Netherton,52.4908,-2.0835,United Kingdom,GBR,Dudley,15017.0,Europe
Hermosa Beach,33.8654,-118.3966,United States,USA,California,19320.0,North America
Tillabéri,14.212,1.4531,Niger,NER,Tillabéri,19262.0,Africa
Seacroft,53.8222,-1.4599,United Kingdom,GBR,Leeds,14246.0,Europe
Tepoztlán,18.9853,-99.0997,Mexico,MEX,Morelos,14130.0,North America
Brusciano,40.9224,14.4239,Italy,ITA,Campania,16371.0,Europe
Attapu,14.8,106.8333,Laos,LAO,Attapu,19200.0,Asia
Noisiel,48.8547,2.6289,France,FRA,Île-de-France,15676.0,Europe
Morristown,40.7966,-74.4772,United States,USA,New Jersey,19261.0,North America
Baildon,53.851,-1.763,United Kingdom,GBR,Bradford,15360.0,Europe
Sherrelwood,39.839,-105.0014,United States,USA,Colorado,19208.0,North America
Mineola,40.7469,-73.6392,United States,USA,New York,19207.0,North America
Sant’Arpino,40.9575,14.2492,Italy,ITA,Campania,14606.0,Europe
Harrow Weald,51.604,-0.339,United Kingdom,GBR,Harrow,11376.0,Europe
Evergreen Park,41.7213,-87.7013,United States,USA,Illinois,19147.0,North America
Addlestone,51.3695,-0.4901,United Kingdom,GBR,Surrey,15883.0,Europe
Saint-Jean-de-la-Ruelle,47.9131,1.8733,France,FRA,Centre-Val de Loire,16445.0,Europe
Pemberton,53.536,-2.6738,United Kingdom,GBR,Wigan,13982.0,Europe
Baabda,33.8333,35.5333,Lebanon,LBN,Mont-Liban,9000.0,Asia
Bububu,-6.1658,39.1992,Tanzania,TZA,Zanzibar Urban/West,15666.0,Africa
West Wickham,51.3765,-0.0193,United Kingdom,GBR,Bromley,14276.0,Europe
Binningen,47.5333,7.5667,Switzerland,CHE,Basel-Landschaft,15580.0,Europe
Apaxco de Ocampo,19.9733,-99.17,Mexico,MEX,Hidalgo,13836.0,North America
Le Vésinet,48.8939,2.1322,France,FRA,Île-de-France,15865.0,Europe
Mao,14.1194,15.3133,Chad,TCD,Kanem,19004.0,Africa
Saltash,50.408,-4.212,United Kingdom,GBR,Cornwall,16184.0,Europe
Montmagny,48.9736,2.3458,France,FRA,Île-de-France,14145.0,Europe
Grajales,19.25,-97.7833,Mexico,MEX,Puebla,14159.0,North America
Dzuunmod,47.7069,106.9494,Mongolia,MNG,Töv,18048.0,Asia
Wellington,50.9755,-3.2243,United Kingdom,GBR,Somerset,14549.0,Europe
Bellaire,29.704,-95.4622,United States,USA,Texas,18971.0,North America
Keetmanshoop,-26.5833,18.1333,Namibia,NAM,//Karas,18900.0,Africa
Paraguarí,-25.62,-57.16,Paraguay,PRY,Paraguarí,18881.0,South America
Hendaye,43.3586,-1.7744,France,FRA,Nouvelle-Aquitaine,16805.0,Europe
Hazel Grove,53.375,-2.111,United Kingdom,GBR,Stockport,15265.0,Europe
Northenden,53.4075,-2.2583,United Kingdom,GBR,Manchester,15200.0,Europe
Hinche,19.143,-72.004,Haiti,HTI,Centre,18590.0,North America
Hūn,29.1167,15.9333,Libya,LBY,Al Jufrah,18878.0,Africa
Kimbe,-5.55,150.143,Papua New Guinea,PNG,West New Britain,18847.0,Oceania
Saint-Leu-la-Forêt,49.0169,2.2464,France,FRA,Île-de-France,15829.0,Europe
Đông Hà,16.8056,107.0906,Vietnam,VNM,Quảng Trị,17662.0,Asia
Puréparo de Echaíz,19.9,-102.0,Mexico,MEX,Michoacán de Ocampo,15255.0,North America
Visaginas,55.6,26.4333,Lithuania,LTU,Visaginas,18514.0,Europe
Marly-le-Roi,48.8669,2.0942,France,FRA,Île-de-France,16335.0,Europe
Albal,39.3972,-0.4156,Spain,ESP,Valencia,16577.0,Europe
Mansa Konko,13.3773,-15.6786,"Gambia, The",GMB,Lower River,18672.0,Africa
Bou Djeniba,32.9,-6.7833,Morocco,MAR,Béni Mellal-Khénifra,16030.0,Africa
Härnösand,62.6323,17.9379,Sweden,SWE,Västernorrland,18502.0,Europe
Tlaltetela,19.3167,-96.9,Mexico,MEX,Veracruz,15818.0,North America
Prestwick,55.4956,-4.6142,United Kingdom,GBR,South Ayrshire,14750.0,Europe
Point Pleasant,40.0772,-74.0702,United States,USA,New Jersey,18772.0,North America
Masamagrell,39.5703,-0.33,Spain,ESP,Valencia,16163.0,Europe
Pakwach,2.45,31.5,Uganda,UGA,Nebbi,17541.0,Africa
Hawthorne,40.9579,-74.1581,United States,USA,New Jersey,18753.0,North America
La Crucecita,15.7753,-96.1425,Mexico,MEX,Oaxaca,13044.0,North America
Rwamagana,-1.9525,30.4378,Rwanda,RWA,Eastern Province,18009.0,Africa
Hostomel,50.5692,30.2653,Ukraine,UKR,Kyyivs’ka Oblast’,16190.0,Europe
Buckley,53.172,-3.086,United Kingdom,GBR,Flintshire,15665.0,Europe
Rock Ferry,53.373,-3.008,United Kingdom,GBR,Wirral,14298.0,Europe
Əhmədli,40.3839,49.9475,Azerbaijan,AZE,Bakı,10974.0,Asia
Banstead,51.322,-0.204,United Kingdom,GBR,Surrey,16666.0,Europe
Juchique de Ferrer,19.8333,-96.7,Mexico,MEX,Veracruz,16360.0,North America
Siyəzən,41.0783,49.1061,Azerbaijan,AZE,Siyəzən,18655.0,Asia
Hythe,51.0716,1.084,United Kingdom,GBR,Kent,14516.0,Europe
Bellwood,41.8829,-87.8762,United States,USA,Illinois,18672.0,North America
Vicente Guerrero,23.75,-103.9833,Mexico,MEX,Durango,15982.0,North America
North Valley Stream,40.684,-73.7077,United States,USA,New York,18661.0,North America
Ptuj,46.4186,15.8714,Slovenia,SVN,Ptuj,17959.0,Europe
Leposaviq,43.1,20.8,Kosovo,XKS,Leposaviq,18600.0,
Goulmima,31.6944,-4.9592,Morocco,MAR,Drâa-Tafilalet,16419.0,Africa
Sabirabad,40.0053,48.4719,Azerbaijan,AZE,Sabirabad,18612.0,Asia
Clitheroe,53.8711,-2.3916,United Kingdom,GBR,Lancashire,16279.0,Europe
Seabrook,38.9802,-76.8502,United States,USA,Maryland,18616.0,North America
Bromborough,53.336,-2.978,United Kingdom,GBR,Wirral,14850.0,Europe
Avenel,40.5839,-74.272,United States,USA,New Jersey,18592.0,North America
Sudley,38.7878,-77.4961,United States,USA,Virginia,18575.0,North America
Jouy-le-Moutier,49.0108,2.0386,France,FRA,Île-de-France,16214.0,Europe
Tarrafal,15.2787,-23.7516,Cabo Verde,CPV,Tarrafal,18561.0,Africa
Tsetserleg,47.4769,101.4503,Mongolia,MNG,Arhangay,18519.0,Asia
Casandrino,40.9333,14.25,Italy,ITA,Campania,14125.0,Europe
Winthrop,42.3751,-70.9847,United States,USA,Massachusetts,18544.0,North America
Cerritos,22.4275,-100.2783,Mexico,MEX,San Luis Potosí,14804.0,North America
Carrières-sous-Poissy,48.9478,2.0386,France,FRA,Île-de-France,16248.0,Europe
North Massapequa,40.7031,-73.4678,United States,USA,New York,18505.0,North America
Lognes,48.8361,2.6278,France,FRA,Île-de-France,14268.0,Europe
Straşeni,47.1414,28.6103,Moldova,MDA,Străşeni,18376.0,Europe
Mésa Geitoniá,34.7024,33.0453,Cyprus,CYP,Lemesós,14477.0,Asia
Tingüindín,19.7333,-102.483,Mexico,MEX,Michoacán de Ocampo,14532.0,North America
Oteapan,18.0,-94.6667,Mexico,MEX,Veracruz,16222.0,North America
Beausoleil,43.7419,7.4236,France,FRA,Provence-Alpes-Côte d’Azur,13576.0,Europe
Pedreiras,-4.5696,-44.67,Brazil,BRA,Maranhão,13638.0,South America
Huixcolotla,18.9219,-97.7708,Mexico,MEX,Puebla,14810.0,North America
Izamal,20.9314,-89.0178,Mexico,MEX,Yucatán,15101.0,North America
Ermúa,43.1875,-2.5008,Spain,ESP,Basque Country,15847.0,Europe
Bryn Mawr-Skyway,47.4949,-122.2411,United States,USA,Washington,18414.0,North America
Melksham,51.371,-2.138,United Kingdom,GBR,Wiltshire,14677.0,Europe
Yiewsley,51.513,-0.471,United Kingdom,GBR,Hillingdon,12979.0,Europe
Coquimatlán,19.2038,-103.8086,Mexico,MEX,Colima,13358.0,North America
North Amityville,40.7005,-73.4118,United States,USA,New York,18382.0,North America
Carugate,45.55,9.3333,Italy,ITA,Lombardy,15482.0,Europe
Bidston,53.402,-3.078,United Kingdom,GBR,Wirral,15216.0,Europe
Forfar,56.6442,-2.8884,United Kingdom,GBR,Angus,14048.0,Europe
Żabbar,35.8772,14.5381,Malta,MLT,Żabbar,15404.0,Europe
Brookfield,41.8245,-87.847,United States,USA,Illinois,18310.0,North America
Rutherford,40.8203,-74.1057,United States,USA,New Jersey,18303.0,North America
Bartica,6.4104,-58.63,Guyana,GUY,Cuyuni-Mazaruni,11524.0,South America
Bebington,53.35,-3.003,United Kingdom,GBR,Wirral,15768.0,Europe
Wallisellen,47.4122,8.5922,Switzerland,CHE,Zürich,15855.0,Europe
Merrifield,38.8731,-77.2426,United States,USA,Virginia,18291.0,North America
Arenys de Mar,41.5819,2.5503,Spain,ESP,Catalonia,15941.0,Europe
Madera,29.19,-108.1414,Mexico,MEX,Chihuahua,15447.0,North America
Idylwood,38.8896,-77.2055,United States,USA,Virginia,18273.0,North America
Richmond,-41.3333,173.1833,New Zealand,NZL,Tasman,17250.0,Oceania
Kédougou,12.5556,-12.1807,Senegal,SEN,Kédougou,18226.0,Africa
Hyattsville,38.9612,-76.9548,United States,USA,Maryland,18230.0,North America
Pendlebury,53.5075,-2.3154,United Kingdom,GBR,Salford,13069.0,Europe
Filadelfia,-22.3333,-60.0167,Paraguay,PRY,Boquerón,18210.0,South America
Dedza,-14.3667,34.3333,Malawi,MWI,Dedza,15608.0,Africa
Gornalwood,52.523,-2.124,United Kingdom,GBR,Dudley,12992.0,Europe
Llantrisant,51.5423,-3.3785,United Kingdom,GBR,Rhondda Cynon Taff,15313.0,Europe
Iselin,40.5702,-74.317,United States,USA,New Jersey,18175.0,North America
Sing Buri,14.8911,100.4031,Thailand,THA,Sing Buri,17843.0,Asia
Salaspils,56.8614,24.35,Latvia,LVA,Salaspils Novads,17905.0,Europe
Hessle,53.7239,-0.4319,United Kingdom,GBR,East Riding of Yorkshire,15000.0,Europe
Royston,52.0471,-0.0202,United Kingdom,GBR,Hertfordshire,15781.0,Europe
La Llagosta,41.5156,2.1928,Spain,ESP,Catalonia,13587.0,Europe
Prachin Buri,14.0567,101.3739,Thailand,THA,Prachin Buri,17768.0,Asia
Montargis,47.9969,2.7325,France,FRA,Centre-Val de Loire,14789.0,Europe
Amblecote,52.46,-2.16,United Kingdom,GBR,Dudley,13393.0,Europe
Saint Budeaux,50.4033,-4.1856,United Kingdom,GBR,Plymouth,13369.0,Europe
Sainte-Marthe-sur-le-Lac,45.53,-73.93,Canada,CAN,Quebec,18074.0,North America
Vynnyky,49.8156,24.1297,Ukraine,UKR,L’vivs’ka Oblast’,15723.0,Europe
Tunapuna,10.6333,-61.3833,Trinidad And Tobago,TTO,Tunapuna/Piarco,17650.0,North America
Prilly,46.5333,6.6,Switzerland,CHE,Vaud,12399.0,Europe
Selby,53.7818,-1.0703,United Kingdom,GBR,North Yorkshire,14731.0,Europe
Viljandi,58.3633,25.5956,Estonia,EST,Viljandimaa,16875.0,Europe
Orange Walk,18.075,-88.5583,Belize,BLZ,Orange Walk,18000.0,North America
Torit,4.4167,32.5667,South Sudan,SSD,Eastern Equatoria,17957.0,
Bois-d’Arcy,48.8014,2.0317,France,FRA,Île-de-France,15220.0,Europe
Saatlı,39.9311,48.3697,Azerbaijan,AZE,Saatlı,17900.0,Asia
Lucé,48.4383,1.465,France,FRA,Centre-Val de Loire,15435.0,Europe
Stapleford,52.929,-1.274,United Kingdom,GBR,Nottinghamshire,15241.0,Europe
Mountain House,37.774,-121.5452,United States,USA,California,17966.0,North America
Akhaltsikhe,41.6389,42.9861,Georgia,GEO,Samtskhe-Javakheti,17903.0,Asia
Sa Kaeo,13.8206,102.0589,Thailand,THA,Sa Kaeo,17864.0,Asia
Churriana de la Vega,37.15,-3.65,Spain,ESP,Andalusia,15689.0,Europe
Gines,37.3875,-6.0781,Spain,ESP,Andalusia,13428.0,Europe
Bourne,52.7684,-0.3775,United Kingdom,GBR,Lincolnshire,13961.0,Europe
Burke Centre,38.7903,-77.2999,United States,USA,Virginia,17894.0,North America
Eppelheim,49.4011,8.6297,Germany,DEU,Baden-Württemberg,15177.0,Europe
Sidlice,54.3471,18.6171,Poland,POL,Pomorskie,12842.0,Europe
Thônex,46.2,6.2167,Switzerland,CHE,Genève,14122.0,Europe
West Drayton,51.5043,-0.4646,United Kingdom,GBR,Hillingdon,14370.0,Europe
Perivale,51.5383,-0.3192,United Kingdom,GBR,Ealing,15339.0,Europe
Khaşab,26.1833,56.25,Oman,OMN,Musandam,17777.0,Asia
Sidi Zouine,31.6706,-8.3456,Morocco,MAR,Marrakech-Safi,14954.0,Africa
Guerrero Negro,27.9589,-114.0561,Mexico,MEX,Baja California,14316.0,North America
Kidlington,51.823,-1.291,United Kingdom,GBR,Oxfordshire,13723.0,Europe
Cizur Mayor,42.7867,-1.6908,Spain,ESP,Navarre,15088.0,Europe
Santa Rosalía,27.3389,-112.2669,Mexico,MEX,Baja California Sur,14160.0,North America
Valparaíso,22.7667,-103.5667,Mexico,MEX,Zacatecas,12919.0,North America
Rosyth,56.0339,-3.4323,United Kingdom,GBR,Fife,13440.0,Europe
Ban Houayxay,20.2833,100.4167,Laos,LAO,Bokèo,17687.0,Asia
Kukës,42.0758,20.4231,Albania,ALB,Kukës,16719.0,Europe
Takoma Park,38.981,-77.0028,United States,USA,Maryland,17725.0,North America
Dover,40.8859,-74.5597,United States,USA,New Jersey,17725.0,North America
Puerto Ayora,-0.7444,-90.3139,Ecuador,ECU,Galápagos,11822.0,South America
Brierley Hill,52.4795,-2.1245,United Kingdom,GBR,Dudley,13935.0,Europe
Swinton,53.4877,-1.3149,United Kingdom,GBR,Rotherham,15559.0,Europe
Little Hulton,53.53,-2.418,United Kingdom,GBR,Salford,13469.0,Europe
Marlow,51.57,-0.78,United Kingdom,GBR,Buckinghamshire,14004.0,Europe
Enghien-les-Bains,48.9697,2.3081,France,FRA,Île-de-France,11285.0,Europe
Cedar Mill,45.5355,-122.8006,United States,USA,Oregon,17659.0,North America
Esquimalt,48.4306,-123.4147,Canada,CAN,British Columbia,17655.0,North America
Greenfield,36.3232,-121.2451,United States,USA,California,17646.0,North America
Valenton,48.745,2.4672,France,FRA,Île-de-France,14837.0,Europe
Tak,16.8711,99.125,Thailand,THA,Tak,17565.0,Asia
Eilendorf,50.7794,6.1625,Germany,DEU,North Rhine-Westphalia,15376.0,Europe
Lys-lès-Lannoy,50.6714,3.2144,France,FRA,Hauts-de-France,13471.0,Europe
Füzuli,39.6003,47.1431,Azerbaijan,AZE,Füzuli,17500.0,Asia
Phayao,19.1652,99.9036,Thailand,THA,Phayao,17467.0,Asia
Haubourdin,50.6092,2.9869,France,FRA,Hauts-de-France,14775.0,Europe
Caerfyrddin,51.856,-4.316,United Kingdom,GBR,Carmarthenshire,14185.0,Europe
Deux-Montagnes,45.5333,-73.8833,Canada,CAN,Quebec,17553.0,North America
