city,lat,lng,country,iso3,local_name,population,continent
Tokyo,35.6897,139.6922,Japan,JPN,Tōkyō,37977000.0,Asia
Jakarta,-6.2146,106.8451,Indonesia,IDN,Jakarta,34540000.0,Asia
Delhi,28.66,77.23,India,IND,Delhi,29617000.0,Asia
Mumbai,18.9667,72.8333,India,IND,Mahārāshtra,23355000.0,Asia
Manila,14.6,120.9833,Philippines,PHL,Manila,23088000.0,Asia
Shanghai,31.1667,121.4667,China,CHN,Shanghai,22120000.0,Asia
São Paulo,-23.5504,-46.6339,Brazil,BRA,São Paulo,22046000.0,South America
Seoul,37.56,126.99,"Korea, South",KOR,Seoul,21794000.0,Asia
Mexico City,19.4333,-99.1333,Mexico,MEX,Ciudad de México,20996000.0,North America
Guangzhou,23.1288,113.259,China,CHN,Guangdong,20902000.0,Asia
Beijing,39.905,116.3914,China,CHN,Beijing,19433000.0,Asia
Cairo,30.0561,31.2394,Egypt,EGY,Al Qāhirah,19372000.0,Africa
New York,40.6943,-73.9249,United States,USA,New York,18713220.0,North America
Kolkāta,22.5411,88.3378,India,IND,West Bengal,17560000.0,Asia
Moscow,55.7558,37.6178,Russia,RUS,Moskva,17125000.0,Europe
Bangkok,13.75,100.5167,Thailand,THA,Krung Thep Maha Nakhon,17066000.0,Asia
Buenos Aires,-34.5997,-58.3819,Argentina,ARG,"Buenos Aires, Ciudad Autónoma de",16157000.0,South America
Shenzhen,22.535,114.054,China,CHN,Guangdong,15929000.0,Asia
Dhaka,23.7289,90.3944,Bangladesh,BGD,Dhaka,15443000.0,Asia
Lagos,6.45,3.4,Nigeria,NGA,Lagos,15279000.0,Africa
Istanbul,41.01,28.9603,Turkey,TUR,İstanbul,15154000.0,Europe
Ōsaka,34.75,135.4601,Japan,JPN,Ōsaka,14977000.0,Asia
Karachi,24.86,67.01,Pakistan,PAK,Sindh,14835000.0,Asia
Bangalore,12.9699,77.598,India,IND,Karnātaka,13707000.0,Asia
Tehran,35.7,51.4167,Iran,IRN,Tehrān,13633000.0,Asia
Kinshasa,-4.3233,15.3081,Congo (Kinshasa),COD,Kinshasa,13528000.0,Africa
Ho Chi Minh City,10.8167,106.6333,Vietnam,VNM,Hồ Chí Minh,13312000.0,Asia
Los Angeles,34.1139,-118.4068,United States,USA,California,12750807.0,North America
Rio de Janeiro,-22.9083,-43.1964,Brazil,BRA,Rio de Janeiro,12272000.0,South America
Nanyang,32.9987,112.5292,China,CHN,Henan,12010000.0,Asia
Baoding,38.8671,115.4845,China,CHN,Hebei,11860000.0,Asia
Chennai,13.0825,80.275,India,IND,Tamil Nādu,11324000.0,Asia
Chengdu,30.66,104.0633,China,CHN,Sichuan,11309000.0,Asia
Lahore,31.5497,74.3436,Pakistan,PAK,Punjab,11021000.0,Asia
Paris,48.8566,2.3522,France,FRA,Île-de-France,11020000.0,Europe
London,51.5072,-0.1275,United Kingdom,GBR,"London, City of",10979000.0,Europe
Linyi,35.0606,118.3425,China,CHN,Shandong,10820000.0,Asia
Tianjin,39.1467,117.2056,China,CHN,Tianjin,10800000.0,Asia
Shijiazhuang,38.0422,114.5086,China,CHN,Hebei,10784600.0,Asia
Zhoukou,33.625,114.6418,China,CHN,Henan,9901000.0,Asia
Lima,-12.05,-77.0333,Peru,PER,Lima,9848000.0,South America
Hyderābād,17.3667,78.4667,India,IND,Telangana,9746000.0,Asia
Handan,36.6116,114.4894,China,CHN,Hebei,9549700.0,Asia
Bogotá,4.6126,-74.0705,Colombia,COL,Bogotá,9464000.0,South America
Weifang,36.7167,119.1,China,CHN,Shandong,9373000.0,Asia
Nagoya,35.1167,136.9333,Japan,JPN,Aichi,9113000.0,Asia
Wuhan,30.5872,114.2881,China,CHN,Hubei,8962000.0,Asia
Heze,35.2333,115.4333,China,CHN,Shandong,8750000.0,Asia
Ganzhou,25.8292,114.9336,China,CHN,Jiangxi,8677600.0,Asia
Tongshan,34.261,117.1859,China,CHN,Jiangsu,8669000.0,Asia
Chicago,41.8373,-87.6862,United States,USA,Illinois,8604203.0,North America
Luanda,-8.8383,13.2344,Angola,AGO,Luanda,8417000.0,Africa
Changsha,28.1987,112.9709,China,CHN,Hunan,8394500.0,Asia
Fuyang,32.8986,115.8045,China,CHN,Anhui,8360000.0,Asia
Kuala Lumpur,3.1478,101.6953,Malaysia,MYS,Kuala Lumpur,8285000.0,Asia
Jining,35.4,116.5667,China,CHN,Shandong,8023000.0,Asia
Dongguan,23.0475,113.7493,China,CHN,Guangdong,7981000.0,Asia
Jinan,36.6667,116.9833,China,CHN,Shandong,7967400.0,Asia
Foshan,23.0292,113.1056,China,CHN,Guangdong,7905700.0,Asia
Hanoi,21.0245,105.8412,Vietnam,VNM,Hà Nội,7785000.0,Asia
Pune,18.5196,73.8553,India,IND,Mahārāshtra,7764000.0,Asia
Chongqing,29.5628,106.5528,China,CHN,Chongqing,7739000.0,Asia
Changchun,43.9,125.2,China,CHN,Jilin,7674439.0,Asia
Zhumadian,32.9773,114.0253,China,CHN,Henan,7640000.0,Asia
Ningbo,29.875,121.5492,China,CHN,Zhejiang,7639000.0,Asia
Cangzhou,38.3037,116.8452,China,CHN,Hebei,7544300.0,Asia
Nanjing,32.05,118.7667,China,CHN,Jiangsu,7496000.0,Asia
Hefei,31.8639,117.2808,China,CHN,Anhui,7457027.0,Asia
Ahmedabad,23.03,72.58,India,IND,Gujarāt,7410000.0,Asia
Hong Kong,22.305,114.185,Hong Kong,HKG,,7347000.0,Asia
Zhanjiang,21.1967,110.4031,China,CHN,Guangdong,7332000.0,Asia
Shaoyang,27.2418,111.4725,China,CHN,Hunan,7302400.0,Asia
Hengyang,26.8968,112.5857,China,CHN,Hunan,7300600.0,Asia
Khartoum,15.6031,32.5265,Sudan,SDN,Khartoum,7282000.0,Africa
Nantong,31.9829,120.8873,China,CHN,Jiangsu,7282835.0,Asia
Yancheng,33.3936,120.1339,China,CHN,Jiangsu,7260240.0,Asia
Nanning,22.8192,108.315,China,CHN,Guangxi,7153300.0,Asia
Xi’an,34.2667,108.9,China,CHN,Shaanxi,7135000.0,Asia
Shenyang,41.8039,123.4258,China,CHN,Liaoning,7105000.0,Asia
Tangshan,39.6292,118.1742,China,CHN,Hebei,7100000.0,Asia
Santiago,-33.45,-70.6667,Chile,CHL,Región Metropolitana,7007000.0,South America
Zhengzhou,34.7492,113.6605,China,CHN,Henan,7005000.0,Asia
Shangqiu,34.4259,115.6467,China,CHN,Henan,7000000.0,Asia
Yantai,37.3997,121.2664,China,CHN,Shandong,6968202.0,Asia
Riyadh,24.65,46.71,Saudi Arabia,SAU,Ar Riyāḑ,6881000.0,Asia
Dar es Salaam,-6.8,39.2833,Tanzania,TZA,Dar es Salaam,6698000.0,Africa
Xinyang,32.1264,114.0672,China,CHN,Henan,6634000.0,Asia
Shangrao,28.4419,117.9633,China,CHN,Jiangxi,6579714.0,Asia
Luoyang,34.6587,112.4245,China,CHN,Henan,6549941.0,Asia
Bijie,27.3019,105.2863,China,CHN,Guizhou,6537498.0,Asia
Quanzhou,24.9139,118.5858,China,CHN,Fujian,6480000.0,Asia
Hangzhou,30.25,120.1675,China,CHN,Zhejiang,6446000.0,Asia
Miami,25.7839,-80.2102,United States,USA,Florida,6445545.0,North America
Huanggang,30.45,114.875,China,CHN,Hubei,6333000.0,Asia
Maoming,21.6618,110.9178,China,CHN,Guangdong,6313200.0,Asia
Kunming,25.0433,102.7061,China,CHN,Yunnan,6250000.0,Asia
Nanchong,30.7991,106.0784,China,CHN,Sichuan,6183000.0,Asia
Zunyi,27.705,106.9336,China,CHN,Guizhou,6127009.0,Asia
Jieyang,23.5533,116.3649,China,CHN,Guangdong,6089400.0,Asia
Lu’an,31.7542,116.5078,China,CHN,Anhui,6090000.0,Asia
Yichun,27.8041,114.383,China,CHN,Jiangxi,6048700.0,Asia
Madrid,40.4167,-3.7167,Spain,ESP,Madrid,6026000.0,Europe
Changde,29.0397,111.6839,China,CHN,Hunan,6011000.0,Asia
Taizhou,28.6583,121.4221,China,CHN,Zhejiang,5968838.0,Asia
Liaocheng,36.45,115.9833,China,CHN,Shandong,5955300.0,Asia
Qujing,25.5102,103.8029,China,CHN,Yunnan,5855055.0,Asia
Sūrat,21.17,72.83,India,IND,Gujarāt,5807000.0,Asia
Baghdad,33.35,44.4167,Iraq,IRQ,Baghdād,5796000.0,Asia
Qingdao,36.1167,120.4,China,CHN,Shandong,5775000.0,Asia
Singapore,1.3,103.8,Singapore,SGP,Central Singapore,5745000.0,Asia
Dallas,32.7936,-96.7662,United States,USA,Texas,5743938.0,North America
Dazhou,31.2152,107.4947,China,CHN,Sichuan,5693000.0,Asia
Suzhou,33.6333,116.9683,China,CHN,Anhui,5690000.0,Asia
Xiangyang,32.0654,112.1531,China,CHN,Hubei,5680000.0,Asia
Philadelphia,40.0077,-75.1339,United States,USA,Pennsylvania,5649300.0,North America
Giza,29.987,31.2118,Egypt,EGY,Al Jīzah,5598402.0,Africa
Nairobi,-1.2864,36.8172,Kenya,KEN,Nairobi City,5545000.0,Africa
Nangandao,35.2992,113.8851,China,CHN,Henan,5516000.0,Asia
Ankara,39.93,32.85,Turkey,TUR,Ankara,5503985.0,Europe
Tai’an,36.2001,117.0809,China,CHN,Shandong,5499000.0,Asia
Yulin,22.6293,110.1507,China,CHN,Guangxi,5487368.0,Asia
Dezhou,37.4513,116.3105,China,CHN,Shandong,5470000.0,Asia
Houston,29.7863,-95.3889,United States,USA,Texas,5464251.0,North America
Atlanta,33.7627,-84.4224,United States,USA,Georgia,5449398.0,North America
Yongzhou,26.4515,111.5953,China,CHN,Hunan,5446100.0,Asia
Rangoon,16.8,96.15,Myanmar,MMR,Yangon,5430000.0,Asia
Toronto,43.7417,-79.3733,Canada,CAN,Ontario,5429524.0,North America
Suihua,46.6384,126.9808,China,CHN,Heilongjiang,5420000.0,Asia
Washington,38.9047,-77.0163,United States,USA,District of Columbia,5379184.0,North America
Qiqihar,47.3398,123.9512,China,CHN,Heilongjiang,5367003.0,Asia
Jinhua,29.1046,119.6494,China,CHN,Zhejiang,5361572.0,Asia
Saint Petersburg,59.95,30.3167,Russia,RUS,Sankt-Peterburg,5351935.0,Europe
Shantou,23.3735,116.6941,China,CHN,Guangdong,5319028.0,Asia
Sydney,-33.865,151.2094,Australia,AUS,New South Wales,5312163.0,Oceania
Weinan,34.4996,109.4684,China,CHN,Shaanxi,5300000.0,Asia
Suqian,33.9331,118.2831,China,CHN,Jiangsu,5290000.0,Asia
Guadalajara,20.6767,-103.3475,Mexico,MEX,Jalisco,5253000.0,North America
Suzhou,31.304,120.6164,China,CHN,Jiangsu,5250000.0,Asia
Fuzhou,26.0769,119.2917,China,CHN,Fujian,5245000.0,Asia
Zhaotong,27.3328,103.7144,China,CHN,Yunnan,5213521.0,Asia
Pudong,31.2231,121.5397,China,CHN,Shanghai,5187200.0,Asia
Belo Horizonte,-19.9281,-43.9419,Brazil,BRA,Minas Gerais,5159000.0,South America
Zhangzhou,24.5093,117.6612,China,CHN,Fujian,5140000.0,Asia
Bozhou,33.8626,115.7742,China,CHN,Anhui,5100000.0,Asia
Melbourne,-37.8136,144.9631,Australia,AUS,Victoria,5078193.0,Oceania
Nanchang,28.6842,115.8872,China,CHN,Jiangxi,5042565.0,Asia
Xianyang,34.35,108.7167,China,CHN,Shaanxi,5040000.0,Asia
Taizhou,32.4831,119.9,China,CHN,Jiangsu,5031000.0,Asia
Surabaya,-7.2458,112.7378,Indonesia,IDN,Jawa Timur,4975000.0,Asia
Abidjan,5.3364,-4.0267,Côte D’Ivoire,CIV,Abidjan,4980000.0,Africa
Huaihua,27.5494,109.9592,China,CHN,Hunan,4983300.0,Asia
Ji’an,27.1172,114.9793,China,CHN,Jiangxi,4956600.0,Asia
Mianyang,31.4669,104.7385,China,CHN,Sichuan,4945000.0,Asia
Xiaoganzhan,30.9273,113.911,China,CHN,Hubei,4921000.0,Asia
Shaoxing,30.0,120.5833,China,CHN,Zhejiang,4912239.0,Asia
Alexandria,31.2,29.9167,Egypt,EGY,Al Iskandarīyah,4870000.0,Africa
Yuncheng,35.0304,110.998,China,CHN,Shanxi,4860000.0,Asia
Pingdingshan,33.735,113.2999,China,CHN,Henan,4838000.0,Asia
Huizhou,23.1115,114.4152,China,CHN,Guangdong,4830000.0,Asia
Huai’an,33.5,119.1331,China,CHN,Jiangsu,4799889.0,Asia
Xinpu,34.5906,119.1801,China,CHN,Jiangsu,4790000.0,Asia
Chenzhou,25.7989,113.0267,China,CHN,Hunan,4754600.0,Asia
Guilin,25.2667,110.2833,China,CHN,Guangxi,4747963.0,Asia
Jiujiang,29.7048,116.0021,China,CHN,Jiangxi,4728778.0,Asia
Anqing,30.5,117.0333,China,CHN,Anhui,4723000.0,Asia
Boston,42.3188,-71.0846,United States,USA,Massachusetts,4688346.0,North America
Huanglongsi,34.7936,114.3403,China,CHN,Henan,4676159.0,Asia
Jiangmen,22.5833,113.0833,China,CHN,Guangdong,4630300.0,Asia
Changzhou,31.8122,119.9692,China,CHN,Jiangsu,4592431.0,Asia
Barcelona,41.3825,2.1769,Spain,ESP,Catalonia,4588000.0,Europe
Wuxi,31.5667,120.2833,China,CHN,Jiangsu,4580000.0,Asia
Zibo,36.7831,118.0497,China,CHN,Shandong,4530597.0,Asia
Jiaxing,30.7522,120.75,China,CHN,Zhejiang,4501657.0,Asia
Dalian,38.9,121.6,China,CHN,Liaoning,4480000.0,Asia
Hengshui,37.7348,115.686,China,CHN,Hebei,4472000.0,Asia
Harbin,45.75,126.6333,China,CHN,Heilongjiang,4458000.0,Asia
Yangzhou,32.3912,119.4363,China,CHN,Jiangsu,4459000.0,Asia
Yibin,28.7596,104.64,China,CHN,Sichuan,4456000.0,Asia
Johannesburg,-26.2044,28.0416,South Africa,ZAF,Gauteng,4434827.0,Africa
Yiyang,28.5833,112.3333,China,CHN,Hunan,4420700.0,Asia
Meizhou,24.2998,116.1191,China,CHN,Guangdong,4378800.0,Asia
Chifeng,42.2663,118.9223,China,CHN,Inner Mongolia,4376600.0,Asia
Casablanca,33.5992,-7.62,Morocco,MAR,Casablanca-Settat,4370000.0,Africa
Guiyang,26.5794,106.7078,China,CHN,Guizhou,4365000.0,Asia
Langfang,39.5196,116.7006,China,CHN,Hebei,4358839.0,Asia
Zhangjiakou,40.8108,114.8811,China,CHN,Hebei,4345491.0,Asia
İzmir,38.4127,27.1384,Turkey,TUR,İzmir,4320519.0,Europe
Linfen,36.0812,111.5087,China,CHN,Shanxi,4316610.0,Asia
Wenzhou,27.9991,120.6561,China,CHN,Zhejiang,4310000.0,Asia
Monterrey,25.6667,-100.3,Mexico,MEX,Nuevo León,4295000.0,North America
Luzhou,28.8918,105.4409,China,CHN,Sichuan,4291000.0,Asia
Jiangguanchi,34.0244,113.8201,China,CHN,Henan,4289000.0,Asia
Neijiang,29.5872,105.0635,China,CHN,Sichuan,4238000.0,Asia
Phoenix,33.5722,-112.0891,United States,USA,Arizona,4219697.0,North America
Yanjiang,30.1256,104.6397,China,CHN,Sichuan,4217000.0,Asia
Zhaoqing,23.05,112.4667,China,CHN,Guangdong,4151700.0,Asia
Xiaoxita,30.7083,111.2803,China,CHN,Hubei,4137900.0,Asia
Guigang,23.0961,109.6092,China,CHN,Guangxi,4118808.0,Asia
Xiamen,24.4797,118.0819,China,CHN,Fujian,4110000.0,Asia
Chuzhou,32.3062,118.3115,China,CHN,Anhui,4110000.0,Asia
Fuzhou,27.9814,116.3577,China,CHN,Jiangxi,4047200.0,Asia
Zhuzhou,27.8407,113.1469,China,CHN,Hunan,4028500.0,Asia
Amman,31.95,35.9333,Jordan,JOR,Al ‘Āşimah,4007526.0,Asia
Jeddah,21.5428,39.1728,Saudi Arabia,SAU,Makkah al Mukarramah,3976000.0,Asia
Loudi,27.7378,111.9974,China,CHN,Hunan,3941300.0,Asia
Deyang,31.1289,104.395,China,CHN,Sichuan,3877000.0,Asia
Qingyuan,23.6842,113.0507,China,CHN,Guangdong,3874000.0,Asia
Wuhu,31.334,118.3622,China,CHN,Anhui,3842100.0,Asia
Hechi,23.0965,109.6091,China,CHN,Guangxi,3830000.0,Asia
Seattle,47.6211,-122.3244,United States,USA,Washington,3789215.0,North America
Binzhou,37.3806,118.0125,China,CHN,Shandong,3779200.0,Asia
Yokohama,35.4333,139.6333,Japan,JPN,Kanagawa,3757630.0,Asia
Liuzhou,24.3264,109.4281,China,CHN,Guangxi,3758704.0,Asia
Baojishi,34.3609,107.1751,China,CHN,Shaanxi,3738700.0,Asia
Guang’an,30.4673,106.6336,China,CHN,Sichuan,3723000.0,Asia
Hanzhong,33.0794,107.026,China,CHN,Shaanxi,3700000.0,Asia
Kabul,34.5328,69.1658,Afghanistan,AFG,Kābul,3678034.0,Asia
Zaozhuang,34.8667,117.55,China,CHN,Shandong,3650000.0,Asia
Berlin,52.5167,13.3833,Germany,DEU,Berlin,3644826.0,Europe
Anshan,41.1066,122.9895,China,CHN,Liaoning,3645884.0,Asia
Lanzhou,36.0617,103.8318,China,CHN,Gansu,3616163.0,Asia
Chengde,40.9739,117.9322,China,CHN,Hebei,3610000.0,Asia
San Francisco,37.7562,-122.443,United States,USA,California,3592294.0,North America
Puyang,35.7639,115.03,China,CHN,Henan,3580000.0,Asia
Suining,30.5098,105.5737,China,CHN,Sichuan,3556000.0,Asia
Jiaozuo,35.229,113.2304,China,CHN,Henan,3540101.0,Asia
Bengbu,32.9354,117.3531,China,CHN,Anhui,3525000.0,Asia
Montréal,45.5089,-73.5617,Canada,CAN,Quebec,3519595.0,North America
Detroit,42.3834,-83.1024,United States,USA,Michigan,3506126.0,North America
Baicheng,23.901,106.6194,China,CHN,Guangxi,3466758.0,Asia
Busan,35.1,129.0403,"Korea, South",KOR,Busan,3453198.0,Asia
Algiers,36.7764,3.0586,Algeria,DZA,Alger,3415811.0,Africa
Qincheng,34.5809,105.7311,China,CHN,Gansu,3400000.0,Asia
Taiyuan,37.8733,112.5425,China,CHN,Shanxi,3398000.0,Asia
Shiyan,32.6351,110.7755,China,CHN,Hubei,3398000.0,Asia
Lucknow,26.847,80.947,India,IND,Uttar Pradesh,3382000.0,Asia
Chaoyang,41.5757,120.4486,China,CHN,Liaoning,3370000.0,Asia
Hechi,24.6928,108.085,China,CHN,Guangxi,3369251.0,Asia
Leshan,29.5854,103.7575,China,CHN,Sichuan,3364000.0,Asia
Yulinshi,38.2655,109.7388,China,CHN,Shaanxi,3328000.0,Asia
Siping,43.1715,124.3644,China,CHN,Jilin,3300000.0,Asia
Zhongshan,22.5333,113.35,China,CHN,Guangdong,3260000.0,Asia
Changzhi,36.1953,113.097,China,CHN,Shanxi,3230000.0,Asia
San Diego,32.8312,-117.1225,United States,USA,California,3220118.0,North America
Faisalabad,31.418,73.079,Pakistan,PAK,Punjab,3203846.0,Asia
Santa Cruz,-17.7892,-63.1975,Bolivia,BOL,Santa Cruz,3151676.0,South America
Qinhuangdao,39.9398,119.5881,China,CHN,Hebei,3146300.0,Asia
Bazhou,31.8576,106.7559,China,CHN,Sichuan,3134000.0,Asia
Zhenjiang,32.2109,119.4551,China,CHN,Jiangsu,3113384.0,Asia
Ürümqi,43.8225,87.6125,China,CHN,Xinjiang,3112559.0,Asia
Tongliao,43.6172,122.264,China,CHN,Inner Mongolia,3094600.0,Asia
Heyuan,23.7503,114.6923,China,CHN,Guangdong,3093900.0,Asia
Tongren,27.7233,109.1885,China,CHN,Guizhou,3093204.0,Asia
Qinzhou,21.95,108.6167,China,CHN,Guangxi,3079721.0,Asia
Jaipur,26.9167,75.8667,India,IND,Rājasthān,3073350.0,Asia
Xinzhou,38.4178,112.7233,China,CHN,Shanxi,3067501.0,Asia
Addis Ababa,9.0272,38.7369,Ethiopia,ETH,Ādīs Ābeba,3041002.0,Africa
Meishan,30.0575,103.8381,China,CHN,Sichuan,3020000.0,Asia
Brasília,-15.7939,-47.8828,Brazil,BRA,Distrito Federal,3015268.0,South America
Mashhad,36.3069,59.6042,Iran,IRN,Khorāsān-e Raẕavī,3001184.0,Asia
Jinzhou,41.1144,121.1292,China,CHN,Liaoning,3000000.0,Asia
Tieling,42.2841,123.8365,China,CHN,Liaoning,3000000.0,Asia
Shaoguan,24.8011,113.5927,China,CHN,Guangdong,2997600.0,Asia
Kuwait City,29.375,47.98,Kuwait,KWT,Al ‘Āşimah,2989000.0,Asia
Shanwei,22.7664,115.3331,China,CHN,Guangdong,2993600.0,Asia
Minneapolis,44.9635,-93.2678,United States,USA,Minnesota,2977172.0,North America
Kyiv,50.45,30.5236,Ukraine,UKR,"Kyyiv, Misto",2963199.0,Europe
Sanaa,15.35,44.2,Yemen,YEM,Amānat al ‘Āşimah,2957000.0,Asia
Quezon City,14.6333,121.0333,Philippines,PHL,Quezon,2936116.0,Asia
Dingxi,35.5806,104.6263,China,CHN,Gansu,2930000.0,Asia
Incheon,37.4639,126.6486,"Korea, South",KOR,Incheon,2913024.0,Asia
Bursa,40.1833,29.0667,Turkey,TUR,Bursa,2901396.0,Europe
Ningde,26.6667,119.5167,China,CHN,Fujian,2910000.0,Asia
Tampa,27.9942,-82.4451,United States,USA,Florida,2908063.0,North America
Daqing,46.5979,125.008,China,CHN,Heilongjiang,2904532.0,Asia
Birmingham,52.48,-1.9025,United Kingdom,GBR,Birmingham,2897303.0,Europe
Putian,25.4394,119.0103,China,CHN,Fujian,2900000.0,Asia
Huzhou,30.8695,120.0958,China,CHN,Zhejiang,2893542.0,Asia
Salvador,-12.9708,-38.5108,Brazil,BRA,Bahia,2886698.0,South America
Wuzhou,23.4833,111.3167,China,CHN,Guangxi,2882200.0,Asia
Xiangtan,27.8431,112.9228,China,CHN,Hunan,2881500.0,Asia
Denver,39.7621,-104.8759,United States,USA,Colorado,2876625.0,North America
Rome,41.8931,12.4828,Italy,ITA,Lazio,2872800.0,Europe
La Paz,-16.4942,-68.1475,Bolivia,BOL,La Paz,2867504.0,South America
Pyongyang,39.03,125.73,"Korea, North",PRK,P’yŏngyang,2863000.0,Asia
Kano,12.0,8.5167,Nigeria,NGA,Kano,2828861.0,Africa
Taichung,24.15,120.6667,Taiwan,TWN,Taichung,2803894.0,Asia
Omdurman,15.6835,32.4629,Sudan,SDN,Khartoum,2805396.0,Africa
Zigong,29.3498,104.7645,China,CHN,Sichuan,2800000.0,Asia
Mudanjiang,44.5861,129.5997,China,CHN,Heilongjiang,2790000.0,Asia
Huludao,40.7094,120.8378,China,CHN,Liaoning,2787000.0,Asia
Kaohsiung,22.6167,120.3,Taiwan,TWN,Kaohsiung,2773533.0,Asia
Guayaquil,-2.1833,-79.8833,Ecuador,ECU,Guayas,2723665.0,South America
Rizhao,35.4164,119.4331,China,CHN,Shandong,2720000.0,Asia
Manchester,53.4794,-2.2453,United Kingdom,GBR,Manchester,2705000.0,Europe
Cawnpore,26.4725,80.3311,India,IND,Uttar Pradesh,2701324.0,Asia
Baotou,40.6562,109.8345,China,CHN,Inner Mongolia,2700000.0,Asia
Taipei,25.0478,121.5319,Taiwan,TWN,Taipei,2684567.0,Asia
Nanping,26.6448,118.1728,China,CHN,Fujian,2690000.0,Asia
Chaozhou,23.67,116.63,China,CHN,Guangdong,2656600.0,Asia
Longyan,25.0881,117.0244,China,CHN,Fujian,2640000.0,Asia
Ibadan,7.3964,3.9167,Nigeria,NGA,Oyo,2628000.0,Africa
Hohhot,40.8151,111.6629,China,CHN,Inner Mongolia,2635000.0,Asia
Antananarivo,-18.9386,47.5214,Madagascar,MDG,Antananarivo,2610000.0,Africa
Longba,33.535,105.349,China,CHN,Gansu,2614000.0,Asia
Weihai,37.5,122.1,China,CHN,Shandong,2596753.0,Asia
Chattogram,22.335,91.8325,Bangladesh,BGD,Chittagong,2581643.0,Asia
Santo Domingo,18.4764,-69.8933,Dominican Republic,DOM,Ozama,2581827.0,North America
Xuanzhou,30.9475,118.7518,China,CHN,Anhui,2580000.0,Asia
Sanming,26.2658,117.6302,China,CHN,Fujian,2580000.0,Asia
Brooklyn,40.6501,-73.9496,United States,USA,New York,2559903.0,North America
Yangjiang,21.8556,111.9627,China,CHN,Guangdong,2555600.0,Asia
Medellín,6.2447,-75.5748,Colombia,COL,Antioquia,2529403.0,South America
Yunfu,22.9242,112.0353,China,CHN,Guangdong,2526900.0,Asia
Brisbane,-27.4678,153.0281,Australia,AUS,Queensland,2514184.0,Oceania
Baoshan,25.1211,99.169,China,CHN,Yunnan,2506491.0,Asia
Dubai,25.2697,55.3094,United Arab Emirates,ARE,Dubayy,2502715.0,Asia
Luohe,33.583,114.0109,China,CHN,Henan,2500000.0,Asia
Qinbaling,35.7278,107.64,China,CHN,Gansu,2500000.0,Asia
Mirzāpur,25.15,82.58,India,IND,Uttar Pradesh,2496970.0,Asia
Guangyuan,32.4353,105.8398,China,CHN,Sichuan,2484122.0,Asia
Cali,3.44,-76.5197,Colombia,COL,Valle del Cauca,2471474.0,South America
Huangshi,30.2018,115.0326,China,CHN,Hubei,2471700.0,Asia
Daegu,35.8667,128.6,"Korea, South",KOR,Daegu,2461002.0,Asia
Fortaleza,-3.7275,-38.5275,Brazil,BRA,Ceará,2452185.0,South America
Guatemala City,14.6099,-90.5252,Guatemala,GTM,Guatemala,2450212.0,North America
Yaoundé,3.8578,11.5181,Cameroon,CMR,Centre,2440462.0,Africa
Douala,4.05,9.7,Cameroon,CMR,Littoral,2446945.0,Africa
Jilin,43.85,126.55,China,CHN,Jilin,2396000.0,Asia
Lianshan,40.7503,120.83,China,CHN,Liaoning,2426000.0,Asia
Lincang,23.8864,100.0871,China,CHN,Yunnan,2429497.0,Asia
Antalya,36.9081,30.6956,Turkey,TUR,Antalya,2426356.0,Europe
Tashkent,41.3,69.2667,Uzbekistan,UZB,Toshkent,2424100.0,Asia
Bandung,-6.95,107.5667,Indonesia,IDN,Jawa Barat,2394873.0,Asia
Nāgpur,21.1539,79.0831,India,IND,Mahārāshtra,2405665.0,Asia
Huainan,32.4831,117.0164,China,CHN,Anhui,2409000.0,Asia
Dandong,40.1167,124.3833,China,CHN,Liaoning,2400000.0,Asia
Shangzhou,33.868,109.9244,China,CHN,Shaanxi,2400000.0,Asia
Bekasi,-6.2333,107.0,Indonesia,IDN,Jawa Barat,2381053.0,Asia
Ghāziābād,28.6667,77.4167,India,IND,Uttar Pradesh,2381452.0,Asia
Tijuana,32.525,-117.0333,Mexico,MEX,Baja California,2384609.0,North America
Jiamusi,46.8081,130.3653,China,CHN,Heilongjiang,2360000.0,Asia
Accra,5.6037,-0.187,Ghana,GHA,Greater Accra,2291352.0,Africa
Yuxi,24.3495,102.5432,China,CHN,Yunnan,2303518.0,Asia
Anshun,26.2456,105.934,China,CHN,Guizhou,2297612.0,Asia
Vancouver,49.25,-123.1,Canada,CAN,British Columbia,2264823.0,North America
Tangerang,-6.1783,106.6319,Indonesia,IDN,Jawa Barat,2237006.0,Asia
Konya,37.8714,32.4847,Turkey,TUR,Konya,2232374.0,Europe
Queens,40.7498,-73.7976,United States,USA,New York,2230722.0,North America
Yingkou,40.6653,122.2297,China,CHN,Liaoning,2220000.0,Asia
Adana,37.0,35.325,Turkey,TUR,Adana,2220125.0,Europe
Medan,3.6667,98.6667,Indonesia,IDN,Sumatera Utara,2210625.0,Asia
Sanmenxia,34.7736,111.195,China,CHN,Henan,2213000.0,Asia
Indore,22.7206,75.8472,India,IND,Madhya Pradesh,2201927.0,Asia
Ma’anshan,31.7135,118.3605,China,CHN,Anhui,2202899.0,Asia
Pingliang,35.5412,106.6819,China,CHN,Gansu,2190000.0,Asia
Quzhou,28.9545,118.8763,China,CHN,Zhejiang,2185000.0,Asia
Baku,40.3667,49.8352,Azerbaijan,AZE,Bakı,2181800.0,Asia
Gaoping,30.7804,106.13,China,CHN,Sichuan,2174000.0,Asia
